,fkgl,bleu,sari
0,2.0701,0.2117,0.3611
1,2.0619,0.2084,0.3608
2,2.1059,0.2096,0.3609
3,2.1284,0.2102,0.361
4,2.1063,0.2107,0.3608
5,2.1122,0.2092,0.3608
6,2.1083,0.2084,0.3605
7,2.0703,0.2109,0.361
8,2.0972,0.2112,0.3611
9,2.0953,0.2075,0.3609
10,2.0667,0.2079,0.3604
11,2.1139,0.2107,0.3613
12,2.0696,0.2092,0.3605
13,2.0758,0.2083,0.3608
14,2.0795,0.2088,0.3607
15,2.1011,0.2112,0.3609
16,2.1172,0.2091,0.3605
17,2.0733,0.2124,0.3613
18,2.0761,0.2134,0.3613
19,2.1065,0.2105,0.3612
20,2.0901,0.2069,0.3607
21,2.1266,0.2112,0.3611
22,2.0713,0.2088,0.3606
23,2.0839,0.2091,0.3607
24,2.1031,0.2127,0.3612
25,2.1031,0.2084,0.3608
26,2.0876,0.2109,0.3614
27,2.102,0.2103,0.361
28,2.0885,0.2089,0.3608
29,2.0516,0.2084,0.3607
30,2.1032,0.21,0.361
31,2.0801,0.2092,0.361
32,2.1182,0.2124,0.3612
33,2.0903,0.2103,0.3608
34,2.0911,0.2128,0.3615
35,2.0824,0.2099,0.3609
36,2.0838,0.2097,0.3609
37,2.1042,0.2095,0.3612
38,2.097,0.2102,0.3608
39,2.096,0.2069,0.3605
40,2.0718,0.2122,0.3611
41,2.0677,0.2081,0.3606
42,2.088,0.21100000000000002,0.3611
43,2.0901,0.2082,0.3604
44,2.0872,0.2099,0.3611
45,2.0924,0.2088,0.361
46,2.0771,0.2086,0.3611
47,2.0757,0.2106,0.361
48,2.0945,0.2068,0.3606
49,2.0836,0.2119,0.361
50,2.0786,0.2105,0.3606
51,2.1157,0.2112,0.361
52,2.0607,0.2081,0.3605
53,2.1234,0.2084,0.3611
54,2.0714,0.2118,0.3612
55,2.0845,0.20800000000000002,0.3601
56,2.1006,0.2073,0.3608
57,2.0893,0.2098,0.3611
58,2.1012,0.2094,0.3608
59,2.0745,0.2072,0.3605
60,2.1177,0.2099,0.3608
61,2.0782,0.2112,0.361
62,2.085,0.2101,0.3606
63,2.0644,0.2104,0.3611
64,2.078,0.2107,0.3611
65,2.089,0.2124,0.3613
66,2.0817,0.2121,0.3611
67,2.1071,0.2065,0.3604
68,2.132,0.2082,0.3607
69,2.0877,0.2096,0.3609
70,2.094,0.2103,0.361
71,2.1082,0.2107,0.3611
72,2.0954,0.2113,0.3608
73,2.0808,0.2117,0.3613
74,2.1237,0.2071,0.3603
75,2.0974,0.2101,0.3611
76,2.0698,0.2099,0.3605
77,2.078,0.2113,0.3611
78,2.0984,0.209,0.3609
79,2.1183,0.2113,0.3613
80,2.0883,0.2104,0.3613
81,2.0445,0.2075,0.3606
82,2.0854,0.2098,0.3611
83,2.0922,0.2095,0.361
84,2.0904,0.2112,0.3612
85,2.0729,0.2109,0.361
86,2.0855,0.2104,0.3611
87,2.0733,0.2074,0.3608
88,2.1228,0.2102,0.3611
89,2.1127,0.2106,0.3614
90,2.0786,0.2133,0.3615
91,2.1133,0.2109,0.3611
92,2.1174,0.2062,0.3605
93,2.082,0.2104,0.3609
94,2.0772,0.2086,0.3609
95,2.098,0.20800000000000002,0.361
96,2.105,0.2107,0.3611
97,2.0754,0.2107,0.3612
98,2.0847,0.2113,0.3615
99,2.1,0.2107,0.3608
